Age,Embarked,Fare,PassengerId,Pclass,Sex,Title,Family_size
40,S,16.0,1077,2,male,Mr,Alone
21,S,21.0,1078,2,female,Miss,Small
17,S,8.05,1079,3,male,Mr,Small
22,S,69.55,1080,3,female,Miss,Large
40,S,13.0,1081,2,male,Mr,Alone
34,S,26.0,1082,2,male,Mr,Small
42,S,26.0,1083,1,male,Mr,Alone
11,S,14.5,1084,3,male,Master,Small
61,Q,12.35,1085,2,male,Mr,Alone
8,S,32.5,1086,2,male,Master,Small
33,S,7.8542,1087,3,male,Mr,Alone
6,C,134.5,1088,1,male,Master,Small
18,S,7.775,1089,3,female,Miss,Alone
23,S,10.5,1090,2,male,Mr,Alone
22,S,8.1125,1091,3,female,Mrs,Alone
22,Q,15.5,1092,3,female,Miss,Alone
0,S,14.4,1093,3,male,Master,Small
47,C,227.525,1094,1,male,Rare,Small
8,S,26.0,1095,2,female,Miss,Small
25,S,10.5,1096,2,male,Mr,Alone
42,C,25.7417,1097,1,male,Mr,Alone
35,Q,7.75,1098,3,female,Miss,Alone
24,S,10.5,1099,2,male,Mr,Alone
33,C,27.7208,1100,1,female,Miss,Alone
25,S,7.8958,1101,3,male,Mr,Alone
32,S,22.525,1102,3,male,Mr,Alone
25,S,7.05,1103,3,male,Mr,Alone
17,S,73.5,1104,2,male,Mr,Alone
60,S,26.0,1105,2,female,Mrs,Small
38,S,7.775,1106,3,female,Miss,Large
42,S,42.5,1107,1,male,Mr,Alone
22,Q,7.8792,1108,3,female,Miss,Alone
57,S,164.8667,1109,1,male,Mr,Small
50,C,211.5,1110,1,female,Mrs,Small
25,S,8.05,1111,3,male,Mr,Alone
30,C,13.8583,1112,2,female,Miss,Small
21,S,8.05,1113,3,male,Mr,Alone
22,S,10.5,1114,2,female,Mrs,Alone
21,S,7.7958,1115,3,male,Mr,Alone
53,C,27.4458,1116,1,female,Mrs,Alone
22,C,15.2458,1117,3,female,Mrs,Small
23,S,7.7958,1118,3,male,Mr,Alone
22,Q,7.75,1119,3,female,Miss,Alone
40,S,15.1,1120,3,male,Mr,Alone
36,S,13.0,1121,2,male,Mr,Alone
14,S,65.0,1122,2,male,Mr,Alone
21,S,26.55,1123,1,female,Miss,Alone
21,S,6.4958,1124,3,male,Mr,Small
25,Q,7.8792,1125,3,male,Mr,Alone
39,C,71.2833,1126,1,male,Mr,Small
20,S,7.8542,1127,3,male,Mr,Alone
64,C,75.25,1128,1,male,Mr,Small
20,C,7.225,1129,3,male,Mr,Alone
18,S,13.0,1130,2,female,Miss,Small
48,C,106.425,1131,1,female,Mrs,Small
55,C,27.7208,1132,1,female,Mrs,Alone
45,S,30.0,1133,2,female,Mrs,Small
45,C,134.5,1134,1,male,Mr,Small
25,S,7.8875,1135,3,male,Mr,Alone
25,S,23.45,1136,3,male,Master,Large
41,S,51.8625,1137,1,male,Mr,Small
22,S,21.0,1138,2,female,Mrs,Alone
42,S,32.5,1139,2,male,Mr,Small
29,S,26.0,1140,2,female,Mrs,Small
22,C,14.4542,1141,3,female,Mrs,Small
0,S,27.75,1142,2,female,Miss,Large
20,S,7.925,1143,3,male,Mr,Alone
27,C,136.7792,1144,1,male,Mr,Small
24,S,9.325,1145,3,male,Mr,Alone
32,S,9.5,1146,3,male,Mr,Alone
25,S,7.55,1147,3,male,Mr,Alone
25,Q,7.75,1148,3,male,Mr,Alone
28,S,8.05,1149,3,male,Mr,Alone
19,S,13.0,1150,2,female,Miss,Alone
21,S,7.775,1151,3,male,Mr,Alone
36,S,17.4,1152,3,male,Mr,Small
21,S,7.8542,1153,3,male,Mr,Alone
29,S,23.0,1154,2,female,Mrs,Small
1,S,12.1833,1155,3,female,Miss,Small
30,C,12.7375,1156,2,male,Mr,Alone
25,S,7.8958,1157,3,male,Mr,Alone
42,S,0.0,1158,1,male,Mr,Alone
25,S,7.55,1159,3,male,Mr,Alone
22,S,8.05,1160,3,female,Miss,Alone
17,S,8.6625,1161,3,male,Mr,Alone
46,C,75.2417,1162,1,male,Mr,Alone
25,Q,7.75,1163,3,male,Mr,Alone
26,C,136.7792,1164,1,female,Mrs,Small
22,Q,15.5,1165,3,female,Miss,Small
25,C,7.225,1166,3,male,Mr,Alone
20,S,26.0,1167,2,female,Miss,Small
28,S,10.5,1168,2,male,Mr,Alone
40,S,26.0,1169,2,male,Mr,Small
30,S,21.0,1170,2,male,Mr,Small
22,S,10.5,1171,2,male,Mr,Alone
23,S,8.6625,1172,3,female,Miss,Alone
0,S,13.775,1173,3,male,Master,Small
22,Q,7.75,1174,3,female,Miss,Alone
9,C,15.2458,1175,3,female,Miss,Small
2,S,20.2125,1176,3,female,Miss,Small
36,S,7.25,1177,3,male,Mr,Alone
25,S,7.25,1178,3,male,Mr,Alone
24,S,82.2667,1179,1,male,Mr,Small
25,C,7.2292,1180,3,male,Mr,Alone
25,S,8.05,1181,3,male,Mr,Alone
42,S,39.6,1182,1,male,Mr,Alone
30,Q,6.95,1183,3,female,Miss,Alone
25,C,7.2292,1184,3,male,Mr,Alone
53,S,81.8583,1185,1,male,Rare,Small
36,S,9.5,1186,3,male,Mr,Alone
26,S,7.8958,1187,3,male,Mr,Alone
1,C,41.5792,1188,2,female,Miss,Large
25,C,21.6792,1189,3,male,Mr,Small
30,S,45.5,1190,1,male,Mr,Alone
29,S,7.8542,1191,3,male,Mr,Alone
32,S,7.775,1192,3,male,Mr,Alone
29,C,15.0458,1193,2,male,Mr,Alone
43,S,21.0,1194,2,male,Mr,Small
24,S,8.6625,1195,3,male,Mr,Alone
22,Q,7.75,1196,3,female,Miss,Alone
64,S,26.55,1197,1,female,Mrs,Small
30,S,151.55,1198,1,male,Mr,Large
0,S,9.35,1199,3,male,Master,Small
55,S,93.5,1200,1,male,Mr,Small
45,S,14.1083,1201,3,female,Mrs,Small
18,S,8.6625,1202,3,male,Mr,Alone
22,C,7.225,1203,3,male,Mr,Alone
25,S,7.575,1204,3,male,Mr,Alone
37,Q,7.75,1205,3,female,Miss,Alone
55,C,135.6333,1206,1,female,Mrs,Alone
17,Q,7.7333,1207,3,female,Miss,Alone
57,C,146.5208,1208,1,male,Mr,Small
19,S,10.5,1209,2,male,Mr,Alone
27,S,7.8542,1210,3,male,Mr,Alone
22,S,31.5,1211,2,male,Mr,Small
26,S,7.775,1212,3,male,Mr,Alone
25,C,7.2292,1213,3,male,Mr,Alone
26,S,13.0,1214,2,male,Mr,Alone
33,S,26.55,1215,1,male,Mr,Alone
39,S,211.3375,1216,1,female,Miss,Alone
23,S,7.05,1217,3,male,Mr,Alone
12,S,39.0,1218,2,female,Miss,Large
46,C,79.2,1219,1,male,Mr,Alone
29,S,26.0,1220,2,male,Mr,Small
21,S,13.0,1221,2,male,Mr,Alone
48,S,36.75,1222,2,female,Mrs,Small
39,C,29.7,1223,1,male,Mr,Alone
25,C,7.225,1224,3,male,Mr,Alone
19,C,15.7417,1225,3,female,Mrs,Small
27,S,7.8958,1226,3,male,Mr,Alone
30,S,26.0,1227,1,male,Mr,Alone
32,S,13.0,1228,2,male,Mr,Alone
39,C,7.2292,1229,3,male,Mr,Small
25,S,31.5,1230,2,male,Mr,Alone
25,C,7.2292,1231,3,male,Master,Alone
18,S,10.5,1232,2,male,Mr,Alone
32,S,7.5792,1233,3,male,Mr,Alone
25,S,69.55,1234,3,male,Mr,Large
58,C,512.3292,1235,1,female,Mrs,Small
25,S,14.5,1236,3,male,Master,Small
16,S,7.65,1237,3,female,Miss,Alone
26,S,13.0,1238,2,male,Mr,Alone
38,C,7.2292,1239,3,female,Mrs,Alone
24,S,13.5,1240,2,male,Mr,Alone
31,S,21.0,1241,2,female,Miss,Alone
45,C,63.3583,1242,1,female,Mrs,Small
25,S,10.5,1243,2,male,Mr,Alone
18,S,73.5,1244,2,male,Mr,Alone
49,S,65.0,1245,2,male,Mr,Large
0,S,20.575,1246,3,female,Miss,Large
50,S,26.0,1247,1,male,Mr,Alone
59,S,51.4792,1248,1,female,Mrs,Small
25,S,7.8792,1249,3,male,Mr,Alone
25,Q,7.75,1250,3,male,Mr,Alone
30,S,15.55,1251,3,female,Mrs,Small
14,S,69.55,1252,3,male,Master,Large
24,C,37.0042,1253,2,female,Mrs,Small
31,S,21.0,1254,2,female,Mrs,Alone
27,S,8.6625,1255,3,male,Mr,Alone
25,C,55.4417,1256,1,female,Mrs,Small
22,S,69.55,1257,3,female,Mrs,Large
25,C,14.4583,1258,3,male,Mr,Small
22,S,39.6875,1259,3,female,Miss,Alone
45,C,59.4,1260,1,female,Mrs,Small
29,C,13.8583,1261,2,male,Mr,Alone
21,S,11.5,1262,2,male,Mr,Small
31,C,134.5,1263,1,female,Miss,Alone
49,S,0.0,1264,1,male,Mr,Alone
44,S,13.0,1265,2,male,Mr,Alone
54,S,81.8583,1266,1,female,Mrs,Small
45,C,262.375,1267,1,female,Miss,Alone
22,S,8.6625,1268,3,female,Miss,Small
21,S,11.5,1269,2,male,Mr,Alone
55,S,50.0,1270,1,male,Mr,Alone
5,S,31.3875,1271,3,male,Master,Large
25,Q,7.75,1272,3,male,Mr,Alone
26,Q,7.8792,1273,3,male,Mr,Alone
22,S,14.5,1274,3,female,Mrs,Alone
19,S,16.1,1275,3,female,Mrs,Small
29,S,12.875,1276,2,male,Mr,Alone
24,S,65.0,1277,2,female,Miss,Large
24,S,7.775,1278,3,male,Mr,Alone
57,S,13.0,1279,2,male,Mr,Alone
21,Q,7.75,1280,3,male,Mr,Alone
6,S,21.075,1281,3,male,Master,Large
23,S,93.5,1282,1,male,Mr,Alone
51,S,39.4,1283,1,female,Mrs,Small
13,S,20.25,1284,3,male,Master,Small
47,S,10.5,1285,2,male,Mr,Alone
29,S,22.025,1286,3,male,Mr,Large
18,S,60.0,1287,1,female,Mrs,Small
24,Q,7.25,1288,3,male,Mr,Alone
48,C,79.2,1289,1,female,Mrs,Small
22,S,7.775,1290,3,male,Mr,Alone
31,Q,7.7333,1291,3,male,Mr,Alone
30,S,164.8667,1292,1,female,Miss,Alone
38,S,21.0,1293,2,male,Mr,Small
22,C,59.4,1294,1,female,Miss,Small
17,S,47.1,1295,1,male,Mr,Alone
43,C,27.7208,1296,1,male,Mr,Small
20,C,13.8625,1297,2,male,Mr,Alone
23,S,10.5,1298,2,male,Mr,Small
50,C,211.5,1299,1,male,Mr,Small
22,Q,7.7208,1300,3,female,Miss,Alone
3,S,13.775,1301,3,female,Miss,Small
22,Q,7.75,1302,3,female,Miss,Alone
37,Q,90.0,1303,1,female,Mrs,Small
28,S,7.775,1304,3,female,Miss,Alone
25,S,8.05,1305,3,male,Mr,Alone
39,C,108.9,1306,1,female,Rare,Alone
38,S,7.25,1307,3,male,Mr,Alone
25,S,8.05,1308,3,male,Mr,Alone
25,C,22.3583,1309,3,male,Master,Small
